representation,split_file,scheme,holdout_group,budget,seed,n_train_used,C_selected,inner_cv_folds_used,cv_selection_cells,n_dims_selected,seconds,pooled_macro_f1,pooled_macro_f1_all_test_classes,dataset,n_datasets_in_run,n_test,n_classes_learnable,n_classes_test_only,macro_f1,macro_f1_all_test_classes,accuracy
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,2,70,10.0,5,70,768,2.65,0.7240513236140148,0.7240513236140148,CRC_GSE108989,13,2184,3,0,0.8182574968791041,0.8182574968791041,0.8090659340659341
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,2,70,10.0,5,70,768,2.65,0.7240513236140148,0.7240513236140148,CRC_GSE146771_10X,13,6000,7,0,0.802644696070363,0.802644696070363,0.7825
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,2,70,10.0,5,70,768,2.65,0.7240513236140148,0.7240513236140148,HNSC_GSE103322,13,1176,8,0,0.3864612128642221,0.3864612128642221,0.36139455782312924
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,2,70,10.0,5,70,768,2.65,0.7240513236140148,0.7240513236140148,LIHC_GSE140228_10X,13,5999,9,0,0.8005364912396189,0.8005364912396189,0.8143023837306218
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,2,70,10.0,5,70,768,2.65,0.7240513236140148,0.7240513236140148,LIHC_GSE98638,13,960,3,0,0.741062791487677,0.741062791487677,0.7145833333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,2,70,10.0,5,70,768,2.65,0.7240513236140148,0.7240513236140148,NSCLC_GSE127465,13,6000,12,0,0.7798559192401807,0.7798559192401807,0.836
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,2,70,10.0,5,70,768,2.65,0.7240513236140148,0.7240513236140148,NSCLC_GSE131907,13,6007,10,0,0.6590768432869867,0.6590768432869867,0.6181122024304978
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,2,70,10.0,5,70,768,2.65,0.7240513236140148,0.7240513236140148,PAAD_GSE111672,13,453,7,0,0.7022753900905162,0.7022753900905162,0.5474613686534217
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,2,70,10.0,5,70,768,2.65,0.7240513236140148,0.7240513236140148,PAAD_GSE154778,13,2989,6,0,0.5752564922190985,0.5752564922190985,0.6691201070592171
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,2,70,10.0,5,70,768,2.65,0.7240513236140148,0.7240513236140148,STAD_GSE134520,13,1308,6,0,0.5426765956044842,0.5426765956044842,0.6467889908256881
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,3,70,10.0,5,70,768,2.5,0.66245325291027,0.66245325291027,BRCA_GSE161529,13,6000,10,0,0.592304268824006,0.592304268824006,0.6016666666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,3,70,10.0,5,70,768,2.5,0.66245325291027,0.66245325291027,BRCA_GSE176078,13,6000,9,0,0.6205964177352914,0.6205964177352914,0.6106666666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,3,70,10.0,5,70,768,2.5,0.66245325291027,0.66245325291027,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.702521861777947,0.702521861777947,0.6268320180383314
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,3,70,10.0,5,70,768,2.5,0.66245325291027,0.66245325291027,CRC_GSE108989,13,2184,3,0,0.5318312490731146,0.5318312490731146,0.5668498168498168
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,3,70,10.0,5,70,768,2.5,0.66245325291027,0.66245325291027,CRC_GSE146771_10X,13,6000,7,0,0.5907596407479778,0.5907596407479778,0.5838333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,3,70,10.0,5,70,768,2.5,0.66245325291027,0.66245325291027,HNSC_GSE103322,13,1176,8,0,0.5055765282465332,0.5055765282465332,0.36054421768707484
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,3,70,10.0,5,70,768,2.5,0.66245325291027,0.66245325291027,LIHC_GSE140228_10X,13,5999,9,0,0.7236931581186533,0.7236931581186533,0.7207867977996333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,3,70,10.0,5,70,768,2.5,0.66245325291027,0.66245325291027,LIHC_GSE98638,13,960,3,0,0.5032794895730939,0.5032794895730939,0.5510416666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,3,70,10.0,5,70,768,2.5,0.66245325291027,0.66245325291027,NSCLC_GSE127465,13,6000,12,0,0.6840256102320726,0.6840256102320726,0.6995
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,3,70,10.0,5,70,768,2.5,0.66245325291027,0.66245325291027,NSCLC_GSE131907,13,6007,10,0,0.6338134996439133,0.6338134996439133,0.6147827534543033
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,3,70,10.0,5,70,768,2.5,0.66245325291027,0.66245325291027,PAAD_GSE111672,13,453,7,0,0.7662054089928655,0.7662054089928655,0.6114790286975718
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,3,70,10.0,5,70,768,2.5,0.66245325291027,0.66245325291027,PAAD_GSE154778,13,2989,6,0,0.6061247041178012,0.6061247041178012,0.7072599531615925
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,3,70,10.0,5,70,768,2.5,0.66245325291027,0.66245325291027,STAD_GSE134520,13,1308,6,0,0.5363689870421714,0.5363689870421714,0.5045871559633027
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,4,70,0.1,5,70,768,2.79,0.702884386906976,0.702884386906976,BRCA_GSE161529,13,6000,10,0,0.6292823982499145,0.6292823982499145,0.658
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,4,70,0.1,5,70,768,2.79,0.702884386906976,0.702884386906976,BRCA_GSE176078,13,6000,9,0,0.5827796356507488,0.5827796356507488,0.5958333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,4,70,0.1,5,70,768,2.79,0.702884386906976,0.702884386906976,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.7459348472236262,0.7459348472236262,0.62119503945885
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,4,70,0.1,5,70,768,2.79,0.702884386906976,0.702884386906976,CRC_GSE108989,13,2184,3,0,0.7997478616483885,0.7997478616483885,0.8086080586080586
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,4,70,0.1,5,70,768,2.79,0.702884386906976,0.702884386906976,CRC_GSE146771_10X,13,6000,7,0,0.5626086492950844,0.5626086492950844,0.5956666666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,4,70,0.1,5,70,768,2.79,0.702884386906976,0.702884386906976,HNSC_GSE103322,13,1176,8,0,0.3101679411194184,0.3101679411194184,0.14965986394557823
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,4,70,0.1,5,70,768,2.79,0.702884386906976,0.702884386906976,LIHC_GSE140228_10X,13,5999,9,0,0.7833017583012583,0.7833017583012583,0.785964327387898
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,4,70,0.1,5,70,768,2.79,0.702884386906976,0.702884386906976,LIHC_GSE98638,13,960,3,0,0.7284288369690554,0.7284288369690554,0.7270833333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,4,70,0.1,5,70,768,2.79,0.702884386906976,0.702884386906976,NSCLC_GSE127465,13,6000,12,0,0.7263852817960186,0.7263852817960186,0.7336666666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,4,70,0.1,5,70,768,2.79,0.702884386906976,0.702884386906976,NSCLC_GSE131907,13,6007,10,0,0.7040570371410559,0.7040570371410559,0.6813717329781921
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,4,70,0.1,5,70,768,2.79,0.702884386906976,0.702884386906976,PAAD_GSE111672,13,453,7,0,0.7050882039644005,0.7050882039644005,0.8785871964679912
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,4,70,0.1,5,70,768,2.79,0.702884386906976,0.702884386906976,PAAD_GSE154778,13,2989,6,0,0.594105145619671,0.594105145619671,0.8347273335563734
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,5,4,70,0.1,5,70,768,2.79,0.702884386906976,0.702884386906976,STAD_GSE134520,13,1308,6,0,0.6002494637274561,0.6002494637274561,0.5940366972477065
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,0,140,1.0,5,140,768,2.72,0.7347688180641796,0.7347688180641796,BRCA_GSE161529,13,6000,10,0,0.7901146823786507,0.7901146823786507,0.78
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,0,140,1.0,5,140,768,2.72,0.7347688180641796,0.7347688180641796,BRCA_GSE176078,13,6000,9,0,0.7569918827084166,0.7569918827084166,0.7353333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,0,140,1.0,5,140,768,2.72,0.7347688180641796,0.7347688180641796,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.7489825112063524,0.7489825112063524,0.6403607666290868
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,0,140,1.0,5,140,768,2.72,0.7347688180641796,0.7347688180641796,CRC_GSE108989,13,2184,3,0,0.27925772613395566,0.27925772613395566,0.3108974358974359
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,0,140,1.0,5,140,768,2.72,0.7347688180641796,0.7347688180641796,CRC_GSE146771_10X,13,6000,7,0,0.749178216921796,0.749178216921796,0.6983333333333334
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,0,140,1.0,5,140,768,2.72,0.7347688180641796,0.7347688180641796,HNSC_GSE103322,13,1176,8,0,0.403358711229313,0.403358711229313,0.5892857142857143
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,0,140,1.0,5,140,768,2.72,0.7347688180641796,0.7347688180641796,LIHC_GSE140228_10X,13,5999,9,0,0.7216304832383755,0.7216304832383755,0.7327887981330222
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,0,140,1.0,5,140,768,2.72,0.7347688180641796,0.7347688180641796,LIHC_GSE98638,13,960,3,0,0.21888107736291587,0.21888107736291587,0.2604166666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,0,140,1.0,5,140,768,2.72,0.7347688180641796,0.7347688180641796,NSCLC_GSE127465,13,6000,12,0,0.7641719143592901,0.7641719143592901,0.8255
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,0,140,1.0,5,140,768,2.72,0.7347688180641796,0.7347688180641796,NSCLC_GSE131907,13,6007,10,0,0.7420385136331562,0.7420385136331562,0.7121691360079907
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,0,140,1.0,5,140,768,2.72,0.7347688180641796,0.7347688180641796,PAAD_GSE111672,13,453,7,0,0.7517635289299914,0.7517635289299914,0.8631346578366446
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,0,140,1.0,5,140,768,2.72,0.7347688180641796,0.7347688180641796,PAAD_GSE154778,13,2989,6,0,0.6739653022274666,0.6739653022274666,0.8668450986952158
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,0,140,1.0,5,140,768,2.72,0.7347688180641796,0.7347688180641796,STAD_GSE134520,13,1308,6,0,0.5687768209807824,0.5687768209807824,0.6857798165137615
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,1,140,0.1,5,140,768,3.02,0.7637611981461622,0.7637611981461622,BRCA_GSE161529,13,6000,10,0,0.7518690342774406,0.7518690342774406,0.7326666666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,1,140,0.1,5,140,768,3.02,0.7637611981461622,0.7637611981461622,BRCA_GSE176078,13,6000,9,0,0.7730125831094906,0.7730125831094906,0.7581666666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,1,140,0.1,5,140,768,3.02,0.7637611981461622,0.7637611981461622,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.7497522329236964,0.7497522329236964,0.6144306651634723
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,1,140,0.1,5,140,768,3.02,0.7637611981461622,0.7637611981461622,CRC_GSE108989,13,2184,3,0,0.7310257236429019,0.7310257236429019,0.7394688644688645
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,1,140,0.1,5,140,768,3.02,0.7637611981461622,0.7637611981461622,CRC_GSE146771_10X,13,6000,7,0,0.9011158064484951,0.9011158064484951,0.895
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,1,140,0.1,5,140,768,3.02,0.7637611981461622,0.7637611981461622,HNSC_GSE103322,13,1176,8,0,0.48760365772371117,0.48760365772371117,0.48639455782312924
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,1,140,0.1,5,140,768,3.02,0.7637611981461622,0.7637611981461622,LIHC_GSE140228_10X,13,5999,9,0,0.7555890568820988,0.7555890568820988,0.7662943823970662
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,1,140,0.1,5,140,768,3.02,0.7637611981461622,0.7637611981461622,LIHC_GSE98638,13,960,3,0,0.6977553799065345,0.6977553799065345,0.70625
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,1,140,0.1,5,140,768,3.02,0.7637611981461622,0.7637611981461622,NSCLC_GSE127465,13,6000,12,0,0.7700412554750821,0.7700412554750821,0.803
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,1,140,0.1,5,140,768,3.02,0.7637611981461622,0.7637611981461622,NSCLC_GSE131907,13,6007,10,0,0.693287285266069,0.693287285266069,0.6632262360579324
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,1,140,0.1,5,140,768,3.02,0.7637611981461622,0.7637611981461622,PAAD_GSE111672,13,453,7,0,0.7608416331479305,0.7608416331479305,0.6622516556291391
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,1,140,0.1,5,140,768,3.02,0.7637611981461622,0.7637611981461622,PAAD_GSE154778,13,2989,6,0,0.6104603901154075,0.6104603901154075,0.8263633322181332
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,1,140,0.1,5,140,768,3.02,0.7637611981461622,0.7637611981461622,STAD_GSE134520,13,1308,6,0,0.7498795175522571,0.7498795175522571,0.7958715596330275
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,2.94,0.7616045129506125,0.7616045129506125,BRCA_GSE161529,13,6000,10,0,0.7177688197773753,0.7177688197773753,0.7141666666666666
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,2.94,0.7616045129506125,0.7616045129506125,BRCA_GSE176078,13,6000,9,0,0.6547952255229429,0.6547952255229429,0.6516666666666666
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,2.94,0.7616045129506125,0.7616045129506125,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.803318406776018,0.803318406776018,0.7091319052987599
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,2.94,0.7616045129506125,0.7616045129506125,CRC_GSE108989,13,2184,3,0,0.7102540094979991,0.7102540094979991,0.8044871794871795
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,2.94,0.7616045129506125,0.7616045129506125,CRC_GSE146771_10X,13,6000,7,0,0.8364728549887896,0.8364728549887896,0.8418333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,2.94,0.7616045129506125,0.7616045129506125,HNSC_GSE103322,13,1176,8,0,0.6947849353829358,0.6947849353829358,0.7865646258503401
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,2.94,0.7616045129506125,0.7616045129506125,LIHC_GSE140228_10X,13,5999,9,0,0.8221273267015713,0.8221273267015713,0.8403067177862977
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,2.94,0.7616045129506125,0.7616045129506125,LIHC_GSE98638,13,960,3,0,0.7861767011468094,0.7861767011468094,0.7833333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,2.94,0.7616045129506125,0.7616045129506125,NSCLC_GSE127465,13,6000,12,0,0.7612951905684334,0.7612951905684334,0.7651666666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,2.94,0.7616045129506125,0.7616045129506125,NSCLC_GSE131907,13,6007,10,0,0.7267826153937721,0.7267826153937721,0.696354253371067
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,2.94,0.7616045129506125,0.7616045129506125,PAAD_GSE111672,13,453,7,0,0.6957990134535301,0.6957990134535301,0.869757174392936
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,2.94,0.7616045129506125,0.7616045129506125,PAAD_GSE154778,13,2989,6,0,0.576886586919208,0.576886586919208,0.8581465373034459
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,2.94,0.7616045129506125,0.7616045129506125,STAD_GSE134520,13,1308,6,0,0.5963572917511691,0.5963572917511691,0.5879204892966361
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,3,140,0.01,5,140,768,3.17,0.7063315644157614,0.7063315644157614,BRCA_GSE161529,13,6000,10,0,0.6950409576020391,0.6950409576020391,0.698
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,3,140,0.01,5,140,768,3.17,0.7063315644157614,0.7063315644157614,BRCA_GSE176078,13,6000,9,0,0.6545087330506326,0.6545087330506326,0.6295
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,3,140,0.01,5,140,768,3.17,0.7063315644157614,0.7063315644157614,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.6455205424389265,0.6455205424389265,0.4915445321307779
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,3,140,0.01,5,140,768,3.17,0.7063315644157614,0.7063315644157614,CRC_GSE108989,13,2184,3,0,0.44996709331880896,0.44996709331880896,0.5160256410256411
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,3,140,0.01,5,140,768,3.17,0.7063315644157614,0.7063315644157614,CRC_GSE146771_10X,13,6000,7,0,0.6340401397365334,0.6340401397365334,0.6283333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,3,140,0.01,5,140,768,3.17,0.7063315644157614,0.7063315644157614,HNSC_GSE103322,13,1176,8,0,0.5955911467283517,0.5955911467283517,0.38605442176870747
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,3,140,0.01,5,140,768,3.17,0.7063315644157614,0.7063315644157614,LIHC_GSE140228_10X,13,5999,9,0,0.6869961502447479,0.6869961502447479,0.6837806301050176
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,3,140,0.01,5,140,768,3.17,0.7063315644157614,0.7063315644157614,LIHC_GSE98638,13,960,3,0,0.4382828586482546,0.4382828586482546,0.48125
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,3,140,0.01,5,140,768,3.17,0.7063315644157614,0.7063315644157614,NSCLC_GSE127465,13,6000,12,0,0.8181708425778892,0.8181708425778892,0.8218333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,3,140,0.01,5,140,768,3.17,0.7063315644157614,0.7063315644157614,NSCLC_GSE131907,13,6007,10,0,0.6923197125360978,0.6923197125360978,0.6607291493257866
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,3,140,0.01,5,140,768,3.17,0.7063315644157614,0.7063315644157614,PAAD_GSE111672,13,453,7,0,0.7194538845511093,0.7194538845511093,0.7748344370860927
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,3,140,0.01,5,140,768,3.17,0.7063315644157614,0.7063315644157614,PAAD_GSE154778,13,2989,6,0,0.647245105193315,0.647245105193315,0.8353964536634326
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,3,140,0.01,5,140,768,3.17,0.7063315644157614,0.7063315644157614,STAD_GSE134520,13,1308,6,0,0.6537927341826538,0.6537927341826538,0.7370030581039755
