representation,split_file,scheme,holdout_group,budget,seed,n_train_used,C_selected,inner_cv_folds_used,cv_selection_cells,n_dims_selected,seconds,pooled_macro_f1,pooled_macro_f1_all_test_classes,dataset,n_test,n_classes_learnable,n_classes_test_only,macro_f1,macro_f1_all_test_classes,accuracy
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,2,700,0.1,5,700,768,5.91,0.8166020059162804,0.8166020059162804,STAD_GSE134520,1308,6,0,0.7181022218324781,0.7181022218324781,0.7828746177370031
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,3,700,0.01,5,700,768,6.03,0.8194191845270963,0.8194191845270963,BRCA_GSE161529,6000,10,0,0.8062248256943988,0.8062248256943988,0.7978333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,3,700,0.01,5,700,768,6.03,0.8194191845270963,0.8194191845270963,BRCA_GSE176078,6000,9,0,0.7720236701697194,0.7720236701697194,0.7618333333333334
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,3,700,0.01,5,700,768,6.03,0.8194191845270963,0.8194191845270963,CHOL_GSE125449_aPD1aPDL1aCTLA4,887,8,0,0.780594636257105,0.780594636257105,0.6459977452085682
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,3,700,0.01,5,700,768,6.03,0.8194191845270963,0.8194191845270963,CRC_GSE108989,2184,3,0,0.7917993147885564,0.7917993147885564,0.8063186813186813
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,3,700,0.01,5,700,768,6.03,0.8194191845270963,0.8194191845270963,CRC_GSE146771_10X,6000,7,0,0.9133307027928621,0.9133307027928621,0.9068333333333334
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,3,700,0.01,5,700,768,6.03,0.8194191845270963,0.8194191845270963,HNSC_GSE103322,1176,8,0,0.736756620343482,0.736756620343482,0.8154761904761905
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,3,700,0.01,5,700,768,6.03,0.8194191845270963,0.8194191845270963,LIHC_GSE140228_10X,5999,9,0,0.8330820590430975,0.8330820590430975,0.8526421070178363
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,3,700,0.01,5,700,768,6.03,0.8194191845270963,0.8194191845270963,LIHC_GSE98638,960,3,0,0.774526170693418,0.774526170693418,0.7770833333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,3,700,0.01,5,700,768,6.03,0.8194191845270963,0.8194191845270963,NSCLC_GSE127465,6000,12,0,0.8615500977803117,0.8615500977803117,0.8718333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,3,700,0.01,5,700,768,6.03,0.8194191845270963,0.8194191845270963,NSCLC_GSE131907,6007,10,0,0.7717327400054413,0.7717327400054413,0.7446312635258865
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,3,700,0.01,5,700,768,6.03,0.8194191845270963,0.8194191845270963,PAAD_GSE111672,453,7,0,0.8109805035205494,0.8109805035205494,0.891832229580574
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,3,700,0.01,5,700,768,6.03,0.8194191845270963,0.8194191845270963,PAAD_GSE154778,2989,6,0,0.6920976565659398,0.6920976565659398,0.8701906992305118
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,3,700,0.01,5,700,768,6.03,0.8194191845270963,0.8194191845270963,STAD_GSE134520,1308,6,0,0.6359696809606787,0.6359696809606787,0.746177370030581
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,4,700,0.01,5,700,768,6.26,0.8132935575081959,0.8132935575081959,BRCA_GSE161529,6000,10,0,0.8055893961047694,0.8055893961047694,0.7998333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,4,700,0.01,5,700,768,6.26,0.8132935575081959,0.8132935575081959,BRCA_GSE176078,6000,9,0,0.7427350415905094,0.7427350415905094,0.7298333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,4,700,0.01,5,700,768,6.26,0.8132935575081959,0.8132935575081959,CHOL_GSE125449_aPD1aPDL1aCTLA4,887,8,0,0.74189156957963,0.74189156957963,0.6189402480270575
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,4,700,0.01,5,700,768,6.26,0.8132935575081959,0.8132935575081959,CRC_GSE108989,2184,3,0,0.8859160927507248,0.8859160927507248,0.8896520146520146
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,4,700,0.01,5,700,768,6.26,0.8132935575081959,0.8132935575081959,CRC_GSE146771_10X,6000,7,0,0.9190030971992432,0.9190030971992432,0.918
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,4,700,0.01,5,700,768,6.26,0.8132935575081959,0.8132935575081959,HNSC_GSE103322,1176,8,0,0.7815483811747628,0.7815483811747628,0.8392857142857143
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,4,700,0.01,5,700,768,6.26,0.8132935575081959,0.8132935575081959,LIHC_GSE140228_10X,5999,9,0,0.8296984355524654,0.8296984355524654,0.8436406067677946
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,4,700,0.01,5,700,768,6.26,0.8132935575081959,0.8132935575081959,LIHC_GSE98638,960,3,0,0.8494448664118512,0.8494448664118512,0.8375
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,4,700,0.01,5,700,768,6.26,0.8132935575081959,0.8132935575081959,NSCLC_GSE127465,6000,12,0,0.8524965499127664,0.8524965499127664,0.854
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,4,700,0.01,5,700,768,6.26,0.8132935575081959,0.8132935575081959,NSCLC_GSE131907,6007,10,0,0.7583974476454748,0.7583974476454748,0.729315798235392
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,4,700,0.01,5,700,768,6.26,0.8132935575081959,0.8132935575081959,PAAD_GSE111672,453,7,0,0.7794541692178815,0.7794541692178815,0.7902869757174393
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,4,700,0.01,5,700,768,6.26,0.8132935575081959,0.8132935575081959,PAAD_GSE154778,2989,6,0,0.6987686393869477,0.6987686393869477,0.8260287721646036
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,4,700,0.01,5,700,768,6.26,0.8132935575081959,0.8132935575081959,STAD_GSE134520,1308,6,0,0.6292589860473127,0.6292589860473127,0.6620795107033639
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,0,1400,0.01,5,1400,768,9.02,0.8338795640865454,0.8338795640865454,BRCA_GSE161529,6000,10,0,0.8329082149926721,0.8329082149926721,0.8218333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,0,1400,0.01,5,1400,768,9.02,0.8338795640865454,0.8338795640865454,BRCA_GSE176078,6000,9,0,0.7862681274512882,0.7862681274512882,0.7668333333333334
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,0,1400,0.01,5,1400,768,9.02,0.8338795640865454,0.8338795640865454,CHOL_GSE125449_aPD1aPDL1aCTLA4,887,8,0,0.7649649233271112,0.7649649233271112,0.636978579481398
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,0,1400,0.01,5,1400,768,9.02,0.8338795640865454,0.8338795640865454,CRC_GSE108989,2184,3,0,0.8087359202981914,0.8087359202981914,0.8205128205128205
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,0,1400,0.01,5,1400,768,9.02,0.8338795640865454,0.8338795640865454,CRC_GSE146771_10X,6000,7,0,0.9255817022152526,0.9255817022152526,0.935
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,0,1400,0.01,5,1400,768,9.02,0.8338795640865454,0.8338795640865454,HNSC_GSE103322,1176,8,0,0.8154275968621285,0.8154275968621285,0.9124149659863946
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,0,1400,0.01,5,1400,768,9.02,0.8338795640865454,0.8338795640865454,LIHC_GSE140228_10X,5999,9,0,0.8538368233393455,0.8538368233393455,0.8684780796799466
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,0,1400,0.01,5,1400,768,9.02,0.8338795640865454,0.8338795640865454,LIHC_GSE98638,960,3,0,0.8022798794040624,0.8022798794040624,0.796875
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,0,1400,0.01,5,1400,768,9.02,0.8338795640865454,0.8338795640865454,NSCLC_GSE127465,6000,12,0,0.8535055721765517,0.8535055721765517,0.8943333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,0,1400,0.01,5,1400,768,9.02,0.8338795640865454,0.8338795640865454,NSCLC_GSE131907,6007,10,0,0.7710606283275061,0.7710606283275061,0.7437989012818379
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,0,1400,0.01,5,1400,768,9.02,0.8338795640865454,0.8338795640865454,PAAD_GSE111672,453,7,0,0.7228679089026915,0.7228679089026915,0.8719646799116998
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,0,1400,0.01,5,1400,768,9.02,0.8338795640865454,0.8338795640865454,PAAD_GSE154778,2989,6,0,0.6979867407518806,0.6979867407518806,0.8347273335563734
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,0,1400,0.01,5,1400,768,9.02,0.8338795640865454,0.8338795640865454,STAD_GSE134520,1308,6,0,0.7658546701412529,0.7658546701412529,0.7912844036697247
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,1,1400,0.01,5,1400,768,9.17,0.827250179511805,0.827250179511805,BRCA_GSE161529,6000,10,0,0.8184674117010161,0.8184674117010161,0.806
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,1,1400,0.01,5,1400,768,9.17,0.827250179511805,0.827250179511805,BRCA_GSE176078,6000,9,0,0.805799656873571,0.805799656873571,0.7898333333333334
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,1,1400,0.01,5,1400,768,9.17,0.827250179511805,0.827250179511805,CHOL_GSE125449_aPD1aPDL1aCTLA4,887,8,0,0.7182064815626661,0.7182064815626661,0.5783540022547914
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,1,1400,0.01,5,1400,768,9.17,0.827250179511805,0.827250179511805,CRC_GSE108989,2184,3,0,0.8469129499303388,0.8469129499303388,0.858058608058608
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,1,1400,0.01,5,1400,768,9.17,0.827250179511805,0.827250179511805,CRC_GSE146771_10X,6000,7,0,0.9213502268392387,0.9213502268392387,0.9261666666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,1,1400,0.01,5,1400,768,9.17,0.827250179511805,0.827250179511805,HNSC_GSE103322,1176,8,0,0.8660709616306432,0.8660709616306432,0.8988095238095238
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,1,1400,0.01,5,1400,768,9.17,0.827250179511805,0.827250179511805,LIHC_GSE140228_10X,5999,9,0,0.8535677216598949,0.8535677216598949,0.8581430238373062
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,1,1400,0.01,5,1400,768,9.17,0.827250179511805,0.827250179511805,LIHC_GSE98638,960,3,0,0.8316793275620724,0.8316793275620724,0.8239583333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,1,1400,0.01,5,1400,768,9.17,0.827250179511805,0.827250179511805,NSCLC_GSE127465,6000,12,0,0.8596837687176908,0.8596837687176908,0.8653333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,1,1400,0.01,5,1400,768,9.17,0.827250179511805,0.827250179511805,NSCLC_GSE131907,6007,10,0,0.7531278833126815,0.7531278833126815,0.7243216247711004
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,1,1400,0.01,5,1400,768,9.17,0.827250179511805,0.827250179511805,PAAD_GSE111672,453,7,0,0.794153116782103,0.794153116782103,0.8807947019867549
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,1,1400,0.01,5,1400,768,9.17,0.827250179511805,0.827250179511805,PAAD_GSE154778,2989,6,0,0.7170558176508713,0.7170558176508713,0.8705252592840415
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,1,1400,0.01,5,1400,768,9.17,0.827250179511805,0.827250179511805,STAD_GSE134520,1308,6,0,0.6195092937686622,0.6195092937686622,0.6811926605504587
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,2,1400,0.01,5,1400,768,9.62,0.8195022405310944,0.8195022405310944,BRCA_GSE161529,6000,10,0,0.8214072058708496,0.8214072058708496,0.8141666666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,2,1400,0.01,5,1400,768,9.62,0.8195022405310944,0.8195022405310944,BRCA_GSE176078,6000,9,0,0.7724835670615031,0.7724835670615031,0.7618333333333334
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,2,1400,0.01,5,1400,768,9.62,0.8195022405310944,0.8195022405310944,CHOL_GSE125449_aPD1aPDL1aCTLA4,887,8,0,0.7981263501167082,0.7981263501167082,0.7215332581736189
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,2,1400,0.01,5,1400,768,9.62,0.8195022405310944,0.8195022405310944,CRC_GSE108989,2184,3,0,0.8050656256086999,0.8050656256086999,0.820054945054945
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,2,1400,0.01,5,1400,768,9.62,0.8195022405310944,0.8195022405310944,CRC_GSE146771_10X,6000,7,0,0.9257350791624334,0.9257350791624334,0.931
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,2,1400,0.01,5,1400,768,9.62,0.8195022405310944,0.8195022405310944,HNSC_GSE103322,1176,8,0,0.8112624166376479,0.8112624166376479,0.8698979591836735
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,2,1400,0.01,5,1400,768,9.62,0.8195022405310944,0.8195022405310944,LIHC_GSE140228_10X,5999,9,0,0.8470714493709007,0.8470714493709007,0.8549758293048841
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,2,1400,0.01,5,1400,768,9.62,0.8195022405310944,0.8195022405310944,LIHC_GSE98638,960,3,0,0.7679499721717503,0.7679499721717503,0.7677083333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,2,1400,0.01,5,1400,768,9.62,0.8195022405310944,0.8195022405310944,NSCLC_GSE127465,6000,12,0,0.7983900179127139,0.7983900179127139,0.7538333333333334
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,2,1400,0.01,5,1400,768,9.62,0.8195022405310944,0.8195022405310944,NSCLC_GSE131907,6007,10,0,0.784962199022767,0.784962199022767,0.756284334942567
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,2,1400,0.01,5,1400,768,9.62,0.8195022405310944,0.8195022405310944,PAAD_GSE111672,453,7,0,0.7711792124650027,0.7711792124650027,0.8520971302428256
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,2,1400,0.01,5,1400,768,9.62,0.8195022405310944,0.8195022405310944,PAAD_GSE154778,2989,6,0,0.7252667751150513,0.7252667751150513,0.8959518233522917
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,2,1400,0.01,5,1400,768,9.62,0.8195022405310944,0.8195022405310944,STAD_GSE134520,1308,6,0,0.6218047400286236,0.6218047400286236,0.7438837920489296
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,3,1400,0.01,5,1400,768,9.28,0.8314211464431219,0.8314211464431219,BRCA_GSE161529,6000,10,0,0.7911992267440006,0.7911992267440006,0.7908333333333334
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,3,1400,0.01,5,1400,768,9.28,0.8314211464431219,0.8314211464431219,BRCA_GSE176078,6000,9,0,0.8023534163155038,0.8023534163155038,0.79
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,3,1400,0.01,5,1400,768,9.28,0.8314211464431219,0.8314211464431219,CHOL_GSE125449_aPD1aPDL1aCTLA4,887,8,0,0.7511353196347251,0.7511353196347251,0.6099210822998873
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,3,1400,0.01,5,1400,768,9.28,0.8314211464431219,0.8314211464431219,CRC_GSE108989,2184,3,0,0.84927782951328,0.84927782951328,0.8589743589743589
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,3,1400,0.01,5,1400,768,9.28,0.8314211464431219,0.8314211464431219,CRC_GSE146771_10X,6000,7,0,0.9205277105250407,0.9205277105250407,0.9315
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,3,1400,0.01,5,1400,768,9.28,0.8314211464431219,0.8314211464431219,HNSC_GSE103322,1176,8,0,0.7862298840377869,0.7862298840377869,0.8979591836734694
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,3,1400,0.01,5,1400,768,9.28,0.8314211464431219,0.8314211464431219,LIHC_GSE140228_10X,5999,9,0,0.8626452500920986,0.8626452500920986,0.8706451075179197
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,3,1400,0.01,5,1400,768,9.28,0.8314211464431219,0.8314211464431219,LIHC_GSE98638,960,3,0,0.8383985249278506,0.8383985249278506,0.8354166666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,3,1400,0.01,5,1400,768,9.28,0.8314211464431219,0.8314211464431219,NSCLC_GSE127465,6000,12,0,0.8466454482676471,0.8466454482676471,0.8631666666666666
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,3,1400,0.01,5,1400,768,9.28,0.8314211464431219,0.8314211464431219,NSCLC_GSE131907,6007,10,0,0.7681228348896215,0.7681228348896215,0.7421341767937406
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,3,1400,0.01,5,1400,768,9.28,0.8314211464431219,0.8314211464431219,PAAD_GSE111672,453,7,0,0.8376645226035032,0.8376645226035032,0.8984547461368654
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,3,1400,0.01,5,1400,768,9.28,0.8314211464431219,0.8314211464431219,PAAD_GSE154778,2989,6,0,0.6796818627897173,0.6796818627897173,0.8608230177316828
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,3,1400,0.01,5,1400,768,9.28,0.8314211464431219,0.8314211464431219,STAD_GSE134520,1308,6,0,0.7424761482328037,0.7424761482328037,0.768348623853211
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,4,1400,0.1,5,1400,768,9.43,0.8307477705023727,0.8307477705023727,BRCA_GSE161529,6000,10,0,0.8097776936053899,0.8097776936053899,0.8041666666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,4,1400,0.1,5,1400,768,9.43,0.8307477705023727,0.8307477705023727,BRCA_GSE176078,6000,9,0,0.8062592668550983,0.8062592668550983,0.7966666666666666
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,4,1400,0.1,5,1400,768,9.43,0.8307477705023727,0.8307477705023727,CHOL_GSE125449_aPD1aPDL1aCTLA4,887,8,0,0.7875231262788601,0.7875231262788601,0.7034949267192785
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,4,1400,0.1,5,1400,768,9.43,0.8307477705023727,0.8307477705023727,CRC_GSE108989,2184,3,0,0.798252390023506,0.798252390023506,0.8081501831501832
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,4,1400,0.1,5,1400,768,9.43,0.8307477705023727,0.8307477705023727,CRC_GSE146771_10X,6000,7,0,0.9070027903041217,0.9070027903041217,0.9048333333333334
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,4,1400,0.1,5,1400,768,9.43,0.8307477705023727,0.8307477705023727,HNSC_GSE103322,1176,8,0,0.7596429023442433,0.7596429023442433,0.826530612244898
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,4,1400,0.1,5,1400,768,9.43,0.8307477705023727,0.8307477705023727,LIHC_GSE140228_10X,5999,9,0,0.8278729019086231,0.8278729019086231,0.8468078013002167
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,4,1400,0.1,5,1400,768,9.43,0.8307477705023727,0.8307477705023727,LIHC_GSE98638,960,3,0,0.7764934358753269,0.7764934358753269,0.76875
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,4,1400,0.1,5,1400,768,9.43,0.8307477705023727,0.8307477705023727,NSCLC_GSE127465,6000,12,0,0.8422810857090038,0.8422810857090038,0.867
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,4,1400,0.1,5,1400,768,9.43,0.8307477705023727,0.8307477705023727,NSCLC_GSE131907,6007,10,0,0.7607000195582476,0.7607000195582476,0.7421341767937406
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,4,1400,0.1,5,1400,768,9.43,0.8307477705023727,0.8307477705023727,PAAD_GSE111672,453,7,0,0.7956228956228956,0.7956228956228956,0.8609271523178808
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,4,1400,0.1,5,1400,768,9.43,0.8307477705023727,0.8307477705023727,PAAD_GSE154778,2989,6,0,0.7132690961831547,0.7132690961831547,0.8568082970893275
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,100,4,1400,0.1,5,1400,768,9.43,0.8307477705023727,0.8307477705023727,STAD_GSE134520,1308,6,0,0.7635141467454734,0.7635141467454734,0.8012232415902141
