scheme,budget,contrast,delta_mean_n13,ci95_lo_n13,ci95_hi_n13,p_fdr_n13,cohens_dz_n13,n_datasets_n13,n_datasets_favouring_a_n13,delta_mean_n12,ci95_lo_n12,ci95_hi_n12,p_fdr_n12,cohens_dz_n12,n_datasets_n12,n_datasets_favouring_a_n12,delta_shift,sign_flip,sig_change
S3_leave_dataset_out,25,scgpt - scvi,-0.053666627633935586,-0.08879888933559409,-0.022551938018032576,0.010546875,-0.8587663959482317,13,2,-0.057577618078495575,-0.09408392004155883,-0.025072064366942513,0.015066964285714286,-0.9054780637349509,12,2,-0.003910990444559989,False,False
S3_leave_dataset_out,25,scgpt - harmony,-0.012208428063640168,-0.05550744415539682,0.029828868484191185,0.8716383713942308,-0.14993162877169225,13,7,-0.01561675669515456,-0.06097370667390648,0.029717189580191906,0.8000710227272727,-0.18575187084945483,12,6,-0.0034083286315143915,False,False
S3_leave_dataset_out,50,geneformer - hvg_pca,-0.0830401295531577,-0.12423783578932499,-0.04442520985427991,0.002197265625,-1.0797869319275653,13,1,-0.08528501305804602,-0.130141370727911,-0.04468883338483569,0.00439453125,-1.0676952238890713,12,1,-0.002244883504888315,False,False
S3_leave_dataset_out,50,geneformer - scvi,-0.0832615675163635,-0.12230284097169818,-0.048567050607816416,0.002825055803571429,-1.1753667152435079,13,1,-0.08428731722348248,-0.12631310111324864,-0.04744090647001039,0.005650111607142858,-1.1407473005250284,12,1,-0.0010257497071189808,False,False
S3_leave_dataset_out,50,geneformer - harmony,-0.05086626848692698,-0.09135113216467323,-0.010789450828229233,0.09396306818181817,-0.6563833257801689,13,2,-0.051555482448964025,-0.09588946222469243,-0.00782497235211903,0.11910695043103448,-0.6372819769482733,12,2,-0.0006892139620370483,False,False
S3_leave_dataset_out,50,scgpt - hvg_pca,-0.05899287576619819,-0.09981976749939139,-0.02240090419795276,0.026994977678571428,-0.7900685473445966,13,3,-0.06377500496797393,-0.10669201690927595,-0.02465797987632006,0.02783203125,-0.8404668020506706,12,3,-0.004782129201775745,False,False
S3_leave_dataset_out,50,scgpt - scvi,-0.05921431372940399,-0.09478304275140906,-0.028093693348180536,0.0042527721774193545,-0.9445405089547023,13,2,-0.0627773091334104,-0.09921414456563199,-0.030110264855598173,0.008505544354838709,-0.9795297449327037,12,2,-0.003562995404006404,False,False
S3_leave_dataset_out,50,scgpt - harmony,-0.02681901469996746,-0.07005687722520941,0.014558672863038092,0.5811054180194806,-0.33387102082847536,13,6,-0.030045474358891943,-0.07471552282997979,0.013906733059391583,0.49527554898648646,-0.3619290414911793,12,5,-0.003226459658924482,False,False
S3_leave_dataset_out,100,geneformer - hvg_pca,-0.09961521289684695,-0.14567209821609653,-0.05658244790547399,0.0017578124999999998,-1.1636649975692712,13,0,-0.10304234531575761,-0.15190632922234265,-0.05739063765106834,0.0035156249999999997,-1.1646514995238497,12,0,-0.0034271324189106556,False,False
S3_leave_dataset_out,100,geneformer - scvi,-0.09214964450946382,-0.13467470271260285,-0.05371295986448386,0.002825055803571429,-1.1830908597492031,13,1,-0.09424586402937705,-0.13967427797698226,-0.053136035038718034,0.005650111607142858,-1.1639834276080485,12,1,-0.002096219519913234,False,False
S3_leave_dataset_out,100,geneformer - harmony,-0.06970365327682522,-0.1135975375868829,-0.02656628577596374,0.031525985054347824,-0.8334926276629082,13,2,-0.07243225834431055,-0.11963875699524817,-0.02531527256529872,0.03955078125,-0.8350455066331567,12,2,-0.002728605067485332,False,False
S3_leave_dataset_out,100,scgpt - hvg_pca,-0.07062127020552743,-0.11860224471424825,-0.028491499343818307,0.007755055147058823,-0.8140060246169595,13,2,-0.07514084289558186,-0.12612386289126948,-0.02999474979505014,0.015066964285714286,-0.8442539877678844,12,2,-0.00451957269005443,False,False
S3_leave_dataset_out,100,scgpt - scvi,-0.06315570181814431,-0.1040886149148855,-0.028357485494880437,0.005593039772727272,-0.8862446944599703,13,2,-0.06634436160920128,-0.10908155929829527,-0.029092008199855888,0.011186079545454544,-0.9031868386565822,12,2,-0.0031886597910569664,False,False
S3_leave_dataset_out,100,scgpt - harmony,-0.040709710585505696,-0.08792358092641095,0.004897066690937833,0.3272879464285714,-0.4570387646778376,13,5,-0.04453075592413478,-0.09448224293102447,0.004484254882148609,0.25150240384615385,-0.48448328245064165,12,4,-0.003821045338629085,False,False
S3_leave_dataset_out,all,geneformer - hvg_pca,-0.10714524586994312,-0.1987777110479579,-0.05073774941714773,0.0017578124999999998,-0.7052287044383543,13,0,-0.10858245398925874,-0.20559996438961764,-0.046962388708703874,0.0035156249999999997,-0.6846603922193124,12,0,-0.0014372081193156222,False,False
S3_leave_dataset_out,all,geneformer - scvi,-0.11049251164654945,-0.20614439570115467,-0.051264680248217905,0.002825055803571429,-0.7074254275245534,13,1,-0.11175909808679096,-0.21208064087093856,-0.04719957993379311,0.005650111607142858,-0.6853653494956281,12,1,-0.00126658644024151,False,False
S3_leave_dataset_out,all,geneformer - harmony,-0.09564137402811726,-0.19579883523183056,-0.02449848097863541,0.031525985054347824,-0.58073844950715,13,3,-0.09782367511892108,-0.20168014253515662,-0.020393136517411436,0.06171043882978724,-0.5693518148236023,12,3,-0.0021823010908038204,False,True
S3_leave_dataset_out,all,scgpt - hvg_pca,-0.08278667054378258,-0.13542212887078625,-0.04110719895265438,0.0042527721774193545,-0.9063323291455125,13,2,-0.08567344131738579,-0.141747456770397,-0.040770356234764785,0.008505544354838709,-0.9038929084104738,12,2,-0.002886770773603206,False,False
S3_leave_dataset_out,all,scgpt - scvi,-0.08613393632038889,-0.14072341546606099,-0.045281684745474796,0.0017578124999999998,-0.9435923886346212,13,0,-0.08885008541491797,-0.14446651455459283,-0.04460348630666216,0.0035156249999999997,-0.9373192515984355,12,0,-0.00271614909452908,False,False
S3_leave_dataset_out,all,scgpt - harmony,-0.07128279870195674,-0.13136003004475397,-0.018892715885744083,0.031525985054347824,-0.6665943571165185,13,2,-0.07491466244704811,-0.1368133401870063,-0.017871845360541767,0.049295176630434784,-0.6758188385383402,12,2,-0.0036318637450913765,False,False
